CASE_NO,ACCD_TP,Sub_bur,Eve_time,YEAR,MONTH,HOUR,Two_HOUR,Three_HOUR,WEEKDAY,Distr,Num_casual,Num_wound,Weather,Light_condition,Road_category,Speed_limit,Road_type,Acc_location,Pavement_con,Signal_classfication,Accident_type,Sex,AGE,Protect_equip,Mobile,Car_type,Move_type,Qualified,Alcohol
C6003133,2,C6,9702220850,97,2,8,5,3,5,108,0,2,3,1,2,50,1,1,2,2,16,1,3,1,1,6,1,1,1
C5000871,2,C5,9702222230,97,2,22,12,8,5,103,0,1,1,2,2,50,1,1,2,4,16,2,3,1,1,3,5,1,1
C5000871,2,C5,9702222230,97,2,22,12,8,5,103,0,1,1,2,2,50,1,1,2,4,16,1,7,1,1,4,9,1,1
CE037501,2,CE,9702222250,97,2,22,12,8,5,116,0,3,2,2,2,50,2,4,2,4,13,1,4,1,1,1,9,1,1
CC031118,2,CC,9702222035,97,2,20,11,7,5,111,0,1,3,2,2,50,1,1,2,2,3,2,3,4,1,8,16,3,1
CE037501,2,CE,9702222250,97,2,22,12,8,5,116,0,3,2,2,2,50,2,4,2,4,13,1,6,1,1,6,9,1,1
CE037501,2,CE,9702222250,97,2,22,12,8,5,116,0,3,2,2,2,50,2,4,2,4,13,2,7,4,3,8,20,3,2
CE037501,2,CE,9702222250,97,2,22,12,8,5,116,0,3,2,2,2,50,2,4,2,4,13,2,5,1,3,8,20,3,2
C7007171,2,C7,9702230200,97,2,2,2,1,6,104,0,1,1,2,2,50,1,1,1,1,16,1,3,1,1,3,9,1,1
CB019896,2,CB,9701132041,97,1,20,11,7,7,105,0,1,2,2,2,40,1,1,1,4,15,1,4,1,1,6,9,4,1
CF039688,2,CF,9702140845,97,2,8,5,3,4,116,0,2,1,1,2,50,4,1,1,2,15,1,3,1,1,6,21,4,2
CG041791,2,CG,9702141038,97,2,10,6,4,4,114,0,1,2,1,2,50,2,3,1,2,16,1,3,1,4,3,1,1,1
CH041227,2,CH,9708052340,97,8,23,12,8,2,115,0,2,3,2,2,50,1,1,2,4,11,1,3,1,1,6,5,1,1
CD100049,2,CD,9708041250,97,8,12,7,5,1,112,0,1,3,1,2,50,1,1,2,1,17,1,5,1,1,6,5,1,1
C7010230,2,C7,9708052020,97,8,20,11,7,2,104,0,1,3,2,2,50,2,4,2,4,17,1,4,1,1,6,9,1,1
CI027942,2,CI,9708040810,97,8,8,5,3,1,110,0,1,3,1,2,50,1,1,2,4,12,1,5,1,1,5,1,1,1
CC033374,2,CC,9708012230,97,8,22,12,8,5,111,0,1,3,2,2,50,1,1,2,1,16,1,3,1,1,6,9,1,1
C8015173,2,C8,9708012150,97,8,21,11,8,5,106,0,1,3,1,2,40,1,1,2,4,15,2,6,1,1,3,9,1,1
C5001179,2,C5,9708011100,97,8,11,6,4,5,103,0,1,3,1,2,50,1,1,2,2,11,2,3,1,1,3,5,1,1
CA019049,2,CA,9708011905,97,8,19,10,7,5,100,0,2,3,2,2,50,1,1,2,2,15,2,6,1,1,6,9,2,1
CA019049,2,CA,9708011905,97,8,19,10,7,5,100,0,2,3,2,2,50,1,1,2,2,15,1,3,1,1,6,9,1,1
C5000951,2,C5,9708041515,97,8,15,8,6,1,103,0,3,3,1,2,50,1,1,2,2,13,1,5,1,1,6,10,1,1
C5000951,2,C5,9708041515,97,8,15,8,6,1,103,0,3,3,1,2,50,1,1,2,2,13,2,6,4,3,8,20,3,2
C5000952,2,C5,9708041750,97,8,17,9,6,1,103,0,1,3,1,2,50,1,1,2,4,17,1,4,1,1,6,9,1,1
C5000952,2,C5,9708041750,97,8,17,9,6,1,103,0,1,3,1,2,50,1,1,2,4,17,1,9,3,4,3,13,1,1
CI028152,2,CI,9708011700,97,8,17,9,6,5,110,0,1,3,1,2,50,1,1,2,4,15,1,4,1,1,3,9,1,1
CG045675,2,CG,9708022240,97,8,22,12,8,6,114,0,1,2,2,2,50,2,2,2,4,3,1,3,1,1,6,9,1,1
CD100049,2,CD,9708041250,97,8,12,7,5,1,112,0,1,3,1,2,50,1,1,2,1,17,1,3,1,1,6,9,1,1
C8015388,2,C8,9708041730,97,8,17,9,6,1,106,0,1,3,1,2,50,2,2,2,4,6,1,3,1,1,6,9,1,1
C8015388,2,C8,9708041730,97,8,17,9,6,1,106,0,1,3,1,2,50,2,2,2,4,6,1,6,4,3,8,18,3,1
C6004890,2,C6,9708041700,97,8,17,9,6,1,108,0,2,3,1,2,50,1,1,2,1,9,2,2,4,3,8,20,3,1
CC033656,2,CC,9708041330,97,8,13,7,5,1,111,0,2,3,1,2,40,1,1,2,3,16,1,3,1,1,6,9,1,1
C8015388,2,C8,9708041730,97,8,17,9,6,1,106,0,1,3,1,2,50,2,2,2,4,6,1,4,1,1,1,8,1,1
CH041110,2,CH,9708022200,97,8,22,12,8,6,115,0,1,3,2,2,50,1,1,2,4,16,1,3,1,1,3,5,1,1
CC100061,2,CC,9708020935,97,8,9,5,4,6,111,0,1,3,1,2,50,1,1,2,3,17,1,6,1,1,3,13,1,1
C5105316,2,C5,9708041805,97,8,18,10,7,1,103,0,1,3,1,2,50,1,1,2,4,17,1,3,1,1,6,9,1,1
CG044470,2,CG,9708041543,97,8,15,8,6,1,114,0,1,3,1,2,50,1,1,2,3,12,1,9,4,3,7,9,3,1
CC100091,2,CC,9708041216,97,8,12,7,5,1,111,0,1,3,1,2,50,1,1,2,4,17,2,1,4,3,7,9,3,2
C7100279,2,C7,9708041940,97,8,19,10,7,1,104,0,1,3,2,2,30,1,1,2,1,3,2,6,1,1,4,9,1,1
CA019061,2,CA,9708041115,97,8,11,6,4,1,100,0,1,3,1,2,50,1,1,2,1,17,1,6,1,1,6,6,1,1
CA019062,2,CA,9708041150,97,8,11,6,4,1,100,0,1,3,1,2,50,4,6,2,4,17,1,5,1,1,4,13,1,1
CH041054,2,CH,9708041715,97,8,17,9,6,1,115,0,2,3,1,2,50,1,1,2,4,3,2,7,4,3,8,16,3,1
C6004909,2,C6,9708041730,97,8,17,9,6,1,108,0,1,3,1,2,50,1,1,2,1,12,2,6,1,1,6,15,1,1
CA019062,2,CA,9708041150,97,8,11,6,4,1,100,0,1,3,1,2,50,4,6,2,4,17,1,5,1,1,6,9,1,1
C9100421,2,C9,9708021900,97,8,19,10,7,6,100,0,3,3,3,2,50,1,1,2,1,12,2,3,1,1,6,7,1,1
C9100421,2,C9,9708021900,97,8,19,10,7,6,100,0,3,3,3,2,50,1,1,2,1,12,2,3,1,1,6,9,1,1
C9100421,2,C9,9708021900,97,8,19,10,7,6,100,0,3,3,3,2,50,1,1,2,1,12,2,3,1,1,6,9,4,1
C8015385,2,C8,9708040410,97,8,4,3,2,1,106,0,1,3,2,2,30,1,1,2,2,16,1,3,1,1,3,5,1,1
C9016457,2,C9,9708041625,97,8,16,9,6,1,100,0,2,3,1,2,50,1,1,2,1,12,1,4,1,1,6,9,1,1
C7100018,2,C7,9708042000,97,8,20,11,7,1,104,0,2,3,2,2,50,1,1,2,2,17,1,4,1,1,6,9,1,1
C9016457,2,C9,9708041625,97,8,16,9,6,1,100,0,2,3,1,2,50,1,1,2,1,12,2,3,4,3,8,9,3,2
CG100023,2,CG,9708042010,97,8,20,11,7,1,114,0,1,3,2,2,50,1,1,2,4,17,1,4,1,1,6,5,1,1
CG100023,2,CG,9708042010,97,8,20,11,7,1,114,0,1,3,2,2,50,1,1,2,4,17,1,4,1,1,3,9,1,1
CG100023,2,CG,9708042010,97,8,20,11,7,1,114,0,1,3,2,2,50,1,1,2,4,17,1,6,1,1,3,9,1,1
C7010329,2,C7,9708042150,97,8,21,11,8,1,104,0,1,3,2,2,50,2,4,2,4,12,1,3,1,1,6,9,1,1
C8014155,2,C8,9708041845,97,8,18,10,7,1,106,0,3,3,2,2,70,4,2,2,4,12,1,5,1,1,4,9,1,1
CC100068,2,CC,9708042148,97,8,21,11,8,1,111,0,2,3,2,2,50,1,1,2,2,16,1,3,1,1,6,9,1,1
CC100068,2,CC,9708042148,97,8,21,11,8,1,111,0,2,3,2,2,50,1,1,2,2,16,1,3,1,1,6,9,1,1
C8014155,2,C8,9708041845,97,8,18,10,7,1,106,0,3,3,2,2,70,4,2,2,4,12,2,3,4,3,8,20,3,2
C8014155,2,C8,9708041845,97,8,18,10,7,1,106,0,3,3,2,2,70,4,2,2,4,12,1,8,4,3,8,20,3,2
CD102130,2,CD,9708042100,97,8,21,11,8,1,112,0,2,3,2,2,50,1,1,2,3,16,1,3,1,4,6,9,1,1
CD102130,2,CD,9708042100,97,8,21,11,8,1,112,0,2,3,2,2,50,1,1,2,3,16,2,2,4,3,8,20,3,2
C7100320,2,C7,9708042205,97,8,22,12,8,1,104,0,2,3,2,2,50,1,1,2,2,3,2,3,4,3,8,16,3,1
CC100065,2,CC,9708010830,97,8,8,5,3,5,111,0,1,3,1,2,50,1,1,2,4,17,1,3,1,1,6,9,1,1
C7100118,2,C7,9708042050,97,8,20,11,7,1,104,0,1,3,2,2,50,1,1,2,4,15,1,5,1,1,3,9,1,1
CA019096,2,CA,9708041730,97,8,17,9,6,1,100,0,1,2,1,2,50,2,4,2,4,13,2,6,4,3,7,9,3,1
CI027945,2,CI,9708050125,97,8,1,1,1,2,110,0,2,3,2,2,50,1,1,2,2,17,1,5,1,1,4,9,1,1
CI027945,2,CI,9708050125,97,8,1,1,1,2,110,0,2,3,2,2,50,1,1,2,2,17,2,3,4,3,8,20,3,1
C6100536,2,C6,9712281130,97,12,11,6,4,7,108,0,1,3,1,2,40,4,5,2,4,12,2,8,1,1,8,20,3,2
C7103430,2,C7,9712301311,97,12,13,7,5,2,104,0,1,1,1,2,50,2,4,1,4,16,2,5,1,1,6,9,1,1
C6100536,2,C6,9712281130,97,12,11,6,4,7,108,0,1,3,1,2,40,4,5,2,4,12,1,5,1,1,6,9,1,1
CC101812,2,CC,9712311425,97,12,14,8,5,3,111,0,1,2,1,2,40,1,1,2,4,16,2,2,1,1,6,9,1,1
C7103614,2,C7,9712311520,97,12,15,8,6,3,104,0,1,3,1,2,50,1,1,2,1,16,1,4,1,1,6,9,1,1
C8104417,2,C8,9712311325,97,12,13,7,5,3,106,0,1,1,1,2,50,1,1,1,1,16,1,3,1,1,6,9,1,1
CI106577,2,CI,9712310012,97,12,0,1,1,3,110,0,1,1,2,2,50,1,1,1,1,3,1,3,1,1,3,9,1,1
CI106577,2,CI,9712310012,97,12,0,1,1,3,110,0,1,1,2,2,50,1,1,1,1,3,1,6,4,3,8,16,3,1
CE102429,2,CE,9712311630,97,12,16,9,6,3,116,0,1,1,1,2,50,1,1,1,2,12,1,2,1,1,6,9,1,1
C7103613,2,C7,9712290650,97,12,6,4,3,1,104,0,3,3,1,2,50,2,4,2,4,12,1,4,1,1,6,4,1,1
C7103613,2,C7,9712290650,97,12,6,4,3,1,104,0,3,3,1,2,50,2,4,2,4,12,1,6,1,1,6,15,1,1
C6104049,2,C6,9712301550,97,12,15,8,6,2,108,0,1,1,1,2,50,1,1,1,2,8,1,5,1,1,4,2,1,1
C6104049,2,C6,9712301550,97,12,15,8,6,2,108,0,1,1,1,2,50,1,1,1,2,8,2,4,4,3,8,17,3,2
C7101906,2,C7,9711181005,97,11,10,6,4,2,104,0,1,3,1,2,30,2,2,1,4,17,1,3,1,1,6,9,4,2
C8110054,2,C8,9712251825,97,12,18,10,7,4,106,0,1,3,2,2,30,2,4,2,4,2,2,3,1,1,3,9,1,1
CG101552,2,CG,9712301030,97,12,10,6,4,2,114,0,1,1,1,2,50,1,1,1,4,17,2,3,1,1,6,6,1,1
CD100315,2,CD,9712301410,97,12,14,8,5,2,112,0,2,1,1,2,50,1,1,1,3,16,1,2,4,3,8,20,3,2
CC101987,2,CC,9712291240,97,12,12,7,5,1,111,0,2,1,1,2,50,1,1,1,4,12,1,8,1,1,6,9,1,1
CA100428,2,CA,9712301430,97,12,14,8,5,2,100,0,1,1,1,2,50,4,6,1,4,17,1,4,1,1,3,11,1,1
CD103670,2,CD,9712282200,97,12,22,12,8,7,112,0,1,3,2,2,50,1,1,2,4,12,1,4,1,1,3,6,1,1
C6104250,2,C6,9712291820,97,12,18,10,7,1,108,0,1,1,2,2,50,1,1,1,4,17,1,5,1,1,3,5,1,1
CH040998,2,CH,9702152235,97,2,22,12,8,5,115,0,1,2,2,2,50,1,1,2,2,11,1,1,1,1,6,15,4,2
C7007624,2,C7,9702151320,97,2,13,7,5,5,104,0,1,2,1,2,50,1,1,2,4,12,1,6,1,1,4,15,4,2
C7007635,2,C7,9702221735,97,2,17,9,6,5,104,0,1,3,1,2,50,1,1,2,4,7,2,1,4,1,8,16,3,1
C7006979,2,C7,9702231030,97,2,10,6,4,6,104,0,1,2,1,2,70,4,4,2,4,13,1,6,1,1,3,9,1,1
C7006979,2,C7,9702231030,97,2,10,6,4,6,104,0,1,2,1,2,70,4,4,2,4,13,1,5,1,1,3,9,1,1
C7006979,2,C7,9702231030,97,2,10,6,4,6,104,0,1,2,1,2,70,4,4,2,4,13,2,6,1,3,8,20,3,2
C9016875,2,C9,9702221830,97,2,18,10,7,5,100,0,1,3,2,2,50,1,1,2,1,12,1,5,1,1,4,9,1,1
C9016875,2,C9,9702221830,97,2,18,10,7,5,100,0,1,3,2,2,50,1,1,2,1,12,1,4,1,1,6,9,1,1
CD036926,2,CD,9702231030,97,2,10,6,4,6,112,0,1,1,1,2,50,2,1,1,2,16,2,5,1,1,6,7,1,1
CD036926,2,CD,9702231030,97,2,10,6,4,6,112,0,1,1,1,2,50,2,1,1,2,16,1,4,1,1,5,6,1,1
CB020392,2,CB,9702231244,97,2,12,7,5,6,105,0,1,2,1,2,50,1,1,1,2,16,1,3,1,1,6,9,1,1
C6003272,2,C6,9702232100,97,2,21,11,8,6,108,0,1,1,2,2,50,2,4,1,4,17,1,3,1,1,6,9,1,1
CE037503,2,CE,9702232142,97,2,21,11,8,6,116,0,1,1,2,2,50,2,4,1,4,13,1,4,1,1,6,9,1,1
C9016877,2,C9,9702231505,97,2,15,8,6,6,100,0,1,1,1,2,30,1,1,1,2,3,2,8,4,3,8,18,3,1
CI024803,2,CI,9702081700,97,2,17,9,6,5,110,0,1,1,1,2,50,1,1,1,4,15,1,3,1,1,3,15,4,2
C7006534,2,C7,9702082200,97,2,22,12,8,5,104,0,1,1,2,2,50,1,1,1,2,3,1,6,1,1,4,9,4,2
C7007124,2,C7,9702241130,97,2,11,6,4,7,104,0,1,3,1,2,50,1,1,2,1,16,2,3,1,1,6,9,1,1
C7007124,2,C7,9702241130,97,2,11,6,4,7,104,0,1,3,1,2,50,1,1,2,1,16,2,7,1,1,3,5,1,1
C9016808,2,C9,9702241430,97,2,14,8,5,7,100,0,1,3,1,2,50,1,1,2,1,16,1,4,1,1,5,9,1,1
CE037787,2,CE,9702232220,97,2,22,12,8,6,116,0,2,1,2,2,50,2,4,1,3,3,1,8,4,3,8,16,3,1
CA018209,2,CA,9702241400,97,2,14,8,5,7,100,0,1,3,1,2,50,4,6,2,4,13,2,6,4,3,7,9,3,2
C7007318,2,C7,9703250750,97,3,7,4,3,2,104,0,1,3,1,2,50,1,1,2,1,17,1,3,1,1,6,9,1,1
CD034635,2,CD,9702241900,97,2,19,10,7,7,112,0,1,2,2,2,50,1,1,2,3,16,1,4,1,1,3,11,1,1
CD034635,2,CD,9702241900,97,2,19,10,7,7,112,0,1,2,2,2,50,1,1,2,3,16,1,3,1,1,6,9,1,1
CD036875,2,CD,9702241720,97,2,17,9,6,7,112,0,1,3,1,2,50,2,4,2,4,12,1,5,1,1,6,9,1,1
CC030186,2,CC,9702241832,97,2,18,10,7,7,111,0,1,2,2,2,50,2,6,2,4,13,1,3,1,1,6,9,1,1
C6003135,2,C6,9702120830,97,2,8,5,3,2,108,0,1,1,1,2,50,1,1,1,2,12,2,4,1,1,6,9,1,1
C6003109,2,C6,9702241946,97,2,19,10,7,7,108,0,1,3,2,2,50,2,4,2,1,13,2,4,1,1,6,14,1,1
CG041272,2,CG,9702241835,97,2,18,10,7,7,114,0,2,3,2,2,50,1,1,2,1,16,1,3,1,1,6,9,1,1
CG041272,2,CG,9702241835,97,2,18,10,7,7,114,0,2,3,2,2,50,1,1,2,1,16,2,3,1,3,8,9,3,2
CG044411,2,CG,9708031600,97,8,16,9,6,7,114,0,2,3,1,2,50,2,4,2,4,12,1,5,1,1,3,7,1,1
CC030561,2,CC,9708031620,97,8,16,9,6,7,111,0,1,2,1,2,40,2,2,2,3,16,1,3,1,1,6,9,1,1
C7009941,2,C7,9708030255,97,8,2,2,1,7,104,0,2,3,2,2,50,2,2,2,4,16,2,3,1,1,6,1,4,1
CB022563,2,CB,9707051930,97,7,19,10,7,6,105,0,1,3,2,2,50,2,4,2,4,12,1,5,1,1,6,9,1,2
C7100303,2,C7,9708010700,97,8,7,4,3,5,104,0,1,3,1,2,50,1,6,2,4,17,1,3,1,1,3,6,1,1
CF100314,2,CF,9708011400,97,8,14,8,5,5,116,0,1,3,1,2,50,1,1,2,2,16,1,4,1,1,5,5,1,1
CF100314,2,CF,9708011400,97,8,14,8,5,5,116,0,1,3,1,2,50,1,1,2,2,16,1,2,1,1,6,9,1,1
C7009646,2,C7,9707070930,97,7,9,5,4,1,104,0,1,3,1,2,30,2,4,2,4,12,2,7,1,1,6,9,1,1
CG045721,2,CG,9708021810,97,8,18,10,7,6,114,0,1,3,1,2,50,1,1,2,1,16,2,4,1,1,6,9,1,1
CE103241,2,CE,9708012307,97,8,23,12,8,5,116,0,2,3,2,2,50,1,1,2,1,17,1,3,1,4,6,9,1,1
C9016230,2,C9,9707142245,97,7,22,12,8,1,100,0,2,3,2,2,50,1,1,2,1,13,2,3,1,4,6,14,1,1
CH040852,2,CH,9707092150,97,7,21,11,8,3,115,0,1,3,2,2,50,1,1,2,2,3,1,6,1,1,3,5,1,1
C5001037,2,C5,9707100535,97,7,5,3,2,4,103,0,2,3,1,2,50,1,1,2,1,17,1,6,3,1,9,5,2,1
C5001037,2,C5,9707100535,97,7,5,3,2,4,103,0,2,3,1,2,50,1,1,2,1,17,1,3,1,1,6,9,1,1
CI028153,2,CI,9708012240,97,8,22,12,8,5,110,0,2,3,2,2,50,2,4,2,4,13,1,2,1,1,6,5,1,1
C5000022,2,C5,9708021330,97,8,13,7,5,6,103,0,1,3,1,3,50,4,6,2,4,9,1,3,1,1,5,6,1,1
CB022400,2,CB,9707081715,97,7,17,9,6,2,105,0,1,3,1,2,50,1,1,2,2,12,1,6,1,1,3,11,2,1
CG100040,2,CG,9708020829,97,8,8,5,3,6,114,0,2,3,1,2,40,1,1,2,4,15,1,3,1,1,3,1,1,1
C6004986,2,C6,9708021410,97,8,14,8,5,6,108,0,1,3,1,2,40,1,1,2,4,16,1,5,1,1,6,6,1,1
C6003245,2,C6,9707241100,97,7,11,6,4,4,108,0,1,3,1,2,50,1,1,2,1,11,1,6,1,1,3,5,1,1
C9100422,2,C9,9708050900,97,8,9,5,4,2,100,0,1,3,1,2,50,1,1,2,1,16,2,6,1,1,6,6,1,1
CG100065,2,CG,9708251350,97,8,13,7,5,1,114,0,1,3,1,2,40,1,1,2,4,15,2,4,1,1,6,9,1,1
CA019261,2,CA,9708020445,97,8,4,3,2,6,100,0,2,3,2,2,50,1,1,2,4,15,2,3,1,1,6,9,2,2
CD100002,2,CD,9707231000,97,7,10,6,4,3,112,0,1,3,1,2,50,2,4,2,4,12,1,9,1,1,6,9,2,1
CI027757,2,CI,9707291828,97,7,18,10,7,2,110,0,1,2,2,2,40,1,1,1,4,16,1,5,1,1,4,6,2,1
CI028055,2,CI,9707242043,97,7,20,11,7,4,110,0,1,3,2,2,40,2,3,2,4,9,1,3,1,1,3,2,1,1
C8014690,2,C8,9708031040,97,8,10,6,4,7,106,0,1,3,1,2,50,1,1,2,4,12,1,3,1,4,3,8,4,1
C7100054,2,C7,9708011653,97,8,16,9,6,5,104,0,2,3,1,2,50,1,1,2,1,15,2,2,1,1,6,9,1,1
C5000952,2,C5,9708041750,97,8,17,9,6,1,103,0,1,3,1,2,50,1,1,2,4,17,1,6,1,1,4,14,1,1
C7100279,2,C7,9708041940,97,8,19,10,7,1,104,0,1,3,2,2,30,1,1,2,1,3,2,9,4,3,8,16,3,2
C7100017,2,C7,9708041115,97,8,11,6,4,1,104,0,1,3,1,2,50,4,6,2,4,9,1,3,1,1,3,2,1,1
C7100018,2,C7,9708042000,97,8,20,11,7,1,104,0,2,3,2,2,50,1,1,2,2,17,1,6,1,1,6,5,2,2
C8015049,2,C8,9708041245,97,8,12,7,5,1,106,0,1,3,1,2,50,1,1,2,1,16,2,3,1,1,6,9,1,1
C6004890,2,C6,9708041700,97,8,17,9,6,1,108,0,2,3,1,2,50,1,1,2,1,9,1,2,1,1,6,9,1,1
C7100307,2,C7,9708051720,97,8,17,9,6,2,104,0,2,3,1,2,50,2,4,2,4,17,1,5,1,1,6,14,1,1
CC030741,2,CC,9708051620,97,8,16,9,6,2,111,0,1,3,1,2,50,1,1,2,1,12,1,5,1,1,3,9,1,1
CC030741,2,CC,9708051620,97,8,16,9,6,2,111,0,1,3,1,2,50,1,1,2,1,12,1,3,1,1,6,9,1,1
C7100307,2,C7,9708051720,97,8,17,9,6,2,104,0,2,3,1,2,50,2,4,2,4,17,2,1,4,3,8,20,3,2
C5105316,2,C5,9708041805,97,8,18,10,7,1,103,0,1,3,1,2,50,1,1,2,4,17,1,5,1,1,3,11,1,1
CC030742,2,CC,9708051750,97,8,17,9,6,2,111,0,1,3,1,2,50,1,1,2,4,12,1,4,1,1,6,9,1,1
CB022009,2,CB,9708020906,97,8,9,5,4,6,105,0,1,3,1,2,50,1,1,2,1,17,1,5,1,1,3,13,1,1
CB022009,2,CB,9708020906,97,8,9,5,4,6,105,0,1,3,1,2,50,1,1,2,1,17,1,1,3,4,8,19,3,2
C7009681,2,C7,9708030725,97,8,7,4,3,7,104,0,1,3,1,2,50,1,1,2,1,12,1,6,1,1,6,9,1,1
C9100287,2,C9,9708061750,97,8,17,9,6,3,100,0,1,3,1,2,50,1,1,2,1,16,2,4,1,1,3,6,1,1
C9100287,2,C9,9708061750,97,8,17,9,6,3,100,0,1,3,1,2,50,1,1,2,1,16,2,2,1,1,6,9,1,1
CC032886,2,CC,9708070010,97,8,0,1,1,4,111,0,1,3,1,2,50,1,1,2,1,17,2,3,1,1,6,5,1,1
C7100375,2,C7,9708062330,97,8,23,12,8,3,104,0,1,3,2,2,30,1,1,2,1,12,1,6,1,1,3,5,1,1
C7100081,2,C7,9708062310,97,8,23,12,8,3,104,0,3,2,2,2,50,1,1,2,4,16,2,3,1,1,6,9,1,1
C7100081,2,C7,9708062310,97,8,23,12,8,3,104,0,3,2,2,2,50,1,1,2,4,16,2,3,4,3,8,20,3,2
C7100374,2,C7,9708061940,97,8,19,10,7,3,104,0,1,3,2,2,50,1,1,2,1,11,1,6,1,1,3,6,1,1
C7100058,2,C7,9708062130,97,8,21,11,8,3,104,0,3,2,2,2,50,2,4,2,4,12,1,6,1,2,6,9,1,2
C7100058,2,C7,9708062130,97,8,21,11,8,3,104,0,3,2,2,2,50,2,4,2,4,12,1,3,1,1,6,9,1,1
CG044312,2,CG,9708071705,97,8,17,9,6,4,114,0,2,3,1,2,70,2,2,2,4,13,2,6,1,1,3,9,1,1
CG045481,2,CG,9708060750,97,8,7,4,3,3,114,0,2,3,1,2,40,1,1,2,4,16,1,3,1,1,6,9,1,1
CD104508,2,CD,9708071040,97,8,10,6,4,4,112,0,1,3,1,2,50,1,1,2,4,16,1,6,1,4,5,5,1,1
CG045482,2,CG,9708061630,97,8,16,9,6,3,114,0,4,3,1,2,50,2,4,2,2,17,2,4,1,1,3,9,1,1
CF100260,2,CF,9708072350,97,8,23,12,8,4,116,0,1,3,2,2,50,2,4,2,4,16,2,3,1,1,6,9,1,1
CB022598,2,CB,9708071745,97,8,17,9,6,4,105,0,1,3,1,2,50,2,3,2,4,17,1,6,1,1,4,2,1,1
CG044312,2,CG,9708071705,97,8,17,9,6,4,114,0,2,3,1,2,70,2,2,2,4,13,1,6,1,1,3,14,1,1
CB022598,2,CB,9708071745,97,8,17,9,6,4,105,0,1,3,1,2,50,2,3,2,4,17,1,6,1,1,4,13,1,1
C8014572,2,C8,9707091830,97,7,18,10,7,3,106,0,1,3,1,2,50,1,1,2,4,17,2,6,1,1,6,9,1,1
CG045482,2,CG,9708061630,97,8,16,9,6,3,114,0,4,3,1,2,50,2,4,2,2,17,1,6,1,1,6,14,2,1
CI027565,2,CI,9708060725,97,8,7,4,3,3,110,0,1,3,1,2,40,2,4,2,4,12,1,6,1,1,3,8,1,1
C7010071,2,C7,9707091710,97,7,17,9,6,3,104,0,1,3,1,2,50,1,6,2,2,3,1,5,1,1,5,5,1,1
C6004990,2,C6,9708060830,97,8,8,5,3,3,108,0,2,3,1,2,50,1,1,2,3,15,1,5,1,1,6,9,1,1
CH040828,2,CH,9708060715,97,8,7,4,3,3,115,0,1,3,1,2,50,2,2,2,4,16,1,5,1,1,5,11,1,1
CG044313,2,CG,9708071830,97,8,18,10,7,4,114,0,2,3,1,2,40,2,4,2,4,16,1,3,1,1,6,9,1,1
C7100197,2,C7,9708011350,97,8,13,7,5,5,104,0,1,3,1,2,50,2,3,2,4,12,1,3,1,1,6,9,1,1
C5000951,2,C5,9708041515,97,8,15,8,6,1,103,0,3,3,1,2,50,1,1,2,2,13,1,4,1,1,6,9,1,1
CI106461,2,CI,9712301500,97,12,15,8,6,2,110,0,1,1,1,2,50,2,4,1,4,12,1,5,1,1,6,9,1,1
C5102272,2,C5,9712301145,97,12,11,6,4,2,103,0,1,3,1,3,30,4,6,2,4,9,1,4,1,1,5,2,1,1
C5102272,2,C5,9712301145,97,12,11,6,4,2,103,0,1,3,1,3,30,4,6,2,4,9,1,5,4,3,8,20,3,1
C5102594,2,C5,9712301635,97,12,16,9,6,2,103,0,1,1,1,2,50,1,1,1,2,12,1,8,1,1,6,9,1,1
C7103388,2,C7,9712301445,97,12,14,8,5,2,104,0,1,1,1,2,50,2,4,1,4,12,1,5,1,1,3,9,1,1
C7103389,2,C7,9712301710,97,12,17,9,6,2,104,0,1,1,1,2,50,1,1,1,4,15,1,3,1,1,5,9,1,1
C7103389,2,C7,9712301710,97,12,17,9,6,2,104,0,1,1,1,2,50,1,1,1,4,15,2,3,1,1,6,9,1,1
CD103220,2,CD,9712301445,97,12,14,8,5,2,112,0,1,1,1,2,50,2,2,2,4,13,1,8,1,1,3,9,1,1
CI101622,2,CI,9712301509,97,12,15,8,6,2,110,0,1,1,1,2,50,1,1,1,2,17,1,5,1,1,4,5,1,1
CI101622,2,CI,9712301509,97,12,15,8,6,2,110,0,1,1,1,2,50,1,1,1,2,17,1,4,1,1,6,9,1,1
C5100482,2,C5,9712302100,97,12,21,11,8,2,103,0,2,1,2,2,50,1,1,1,2,15,1,2,1,1,6,9,1,1
CG101629,2,CG,9712301940,97,12,19,10,7,2,114,0,2,1,2,2,50,1,1,1,1,16,2,4,4,3,8,20,3,2
C5100482,2,C5,9712302100,97,12,21,11,8,2,103,0,2,1,2,2,50,1,1,1,2,15,2,2,4,3,8,20,3,2
CA100230,2,CA,9712301850,97,12,18,10,7,2,100,0,1,1,2,2,50,1,1,1,2,2,1,4,1,1,5,6,1,1
CA100230,2,CA,9712301850,97,12,18,10,7,2,100,0,1,1,2,2,50,1,1,1,2,2,2,3,4,3,8,20,3,1
C9101215,2,C9,9712301515,97,12,15,8,6,2,100,0,1,1,1,2,50,2,4,1,4,12,1,3,1,1,6,9,4,1
C7103162,2,C7,9712301655,97,12,16,9,6,2,104,0,1,1,2,2,50,2,2,1,4,17,1,4,1,1,3,9,1,1
C7103162,2,C7,9712301655,97,12,16,9,6,2,104,0,1,1,2,2,50,2,2,1,4,17,2,8,4,3,7,15,3,1
